epoch,train_loss,val_loss,psnr,ssim,learning_rate,epoch_time
1,0.004562901340154233,0.001569494231732498,28.19449385281267,0.7451326764863113,0.001,7.385257005691528
2,0.0012198510022817532,0.0011286724013565429,29.555810862574084,0.8103632125361212,0.001,6.960174322128296
3,0.0009226030511125134,0.000835784469080832,30.920150888377222,0.8329743331876295,0.001,6.923818111419678
4,0.0007956719150590312,0.0009852082564912993,30.14058389334843,0.8473902632450235,0.001,6.63183069229126
5,0.0007376873866749296,0.0006731244883949643,31.825450305281013,0.883190144752634,0.001,6.631357669830322
6,0.0006381174725621922,0.0005998566138542032,32.32385319676892,0.888069052120735,0.001,6.787889242172241
7,0.0005952188173834119,0.0005805028235170476,32.45783575649919,0.8898520962945347,0.001,7.362875699996948
8,0.0005551439090447279,0.0004659886271211094,33.47849688036688,0.9053797660202816,0.001,6.699789762496948
9,0.000551613936347411,0.00046681792170194715,33.41697008856411,0.8979161422828148,0.001,6.971645355224609
10,0.0005372613200472692,0.0003941068049431939,34.171720307448815,0.9173466419351513,0.001,6.840923547744751
11,0.0004898435757998049,0.00039963682527364844,34.080279909331225,0.9129105230857586,0.001,6.757890462875366
12,0.00046243058699121627,0.0005513430534910154,32.72121455751616,0.9153260485879307,0.001,6.866914987564087
13,0.0004428554369118229,0.000578554688374801,32.402673129377696,0.9216591222532864,0.001,6.756644010543823
14,0.0004259785466739243,0.0006546504125159619,31.857728760817956,0.9132654625793983,0.001,6.921667814254761
15,0.0003698832933157108,0.0003149317003433304,35.10388893916689,0.9360908578182089,0.0005,6.969470262527466
16,0.0003603960960254172,0.00025169898661511856,36.10194778442383,0.9400825808788168,0.0005,7.015994310379028
17,0.00037186302984182595,0.0005241643561146639,32.86561755476327,0.9239902516891216,0.0005,7.008354663848877
18,0.0003651032494950326,0.00023626082964193332,36.40213657247609,0.9448795955756615,0.0005,6.886543273925781
19,0.0003340561844209529,0.00025389537843474157,36.05407043983196,0.9472746437993543,0.0005,7.018464088439941
20,0.00032915626993579257,0.0002210214628701516,36.63870041945885,0.9493729492713665,0.0005,6.702540159225464
21,0.0003276300340396504,0.00022828387164767702,36.519245673870216,0.9477663656760906,0.0005,6.8390443325042725
22,0.00032197450411235217,0.00019751796508930494,37.13479364329371,0.9554937790180075,0.0005,6.7205986976623535
23,0.00030918631857540047,0.00025243237704953886,36.05765020436254,0.950418301697435,0.0005,6.715627908706665
24,0.00033179236957259754,0.00018793318730754907,37.37518810403758,0.9561392808782643,0.0005,6.788745880126953
25,0.00030447908362788085,0.00037829654596360595,34.286247121876684,0.9200145972186121,0.0005,7.0685529708862305
26,0.0003154377706501723,0.00019817987852328425,37.12106888869713,0.9504643329258623,0.0005,6.969370365142822
27,0.00028848661200065443,0.0002087480433742869,36.87505156418373,0.9500231167365765,0.0005,6.921261310577393
28,0.00032049816205383726,0.0004263284349219938,33.80077993458715,0.9416033420069464,0.0005,6.980820178985596
29,0.0002538928095895452,0.00018679674821183215,37.371727910535085,0.9618068604633726,0.00025,6.799375057220459
30,0.00023987213773283663,0.00013350563877511062,38.84472353705044,0.9653933993701277,0.00025,6.698312044143677
31,0.00024677354661390875,0.00015031558020915515,38.32624106571592,0.9638264508082949,0.00025,7.007114887237549
32,0.00024031023977612583,0.0002627593850524261,35.85135690097151,0.9521536046061022,0.00025,7.044859886169434
33,0.0002454735962689407,0.00019762907397997533,37.10849512034449,0.9577901918312599,0.00025,6.85198187828064
34,0.0002253913454388859,0.00014076793364626515,38.61238098144531,0.9634307828442804,0.00025,6.802302122116089
35,0.0002101833489069629,0.0001158181531254427,39.46100103444066,0.9727896040883558,0.000125,6.645959138870239
36,0.0001941057682880467,0.00012157128768539506,39.2617512406974,0.9713689068268085,0.000125,6.812671899795532
37,0.00022250022079527894,0.00012067354089532304,39.281077680916624,0.9688170182293859,0.000125,6.757458686828613
38,0.00021565068439562037,0.0001286391842736991,38.99370995883284,0.966737541659125,0.000125,6.8935675621032715
39,0.00020789691938870967,0.00014546204028161372,38.470011480923354,0.9698928820675817,0.000125,6.7263805866241455
40,0.00019529241386319958,9.730945309676262e-05,40.228725564890894,0.9734306931495667,6.25e-05,6.924627780914307
41,0.00018366060774472834,0.0001700181468361828,37.753079907647496,0.9716217846705996,6.25e-05,6.801751613616943
42,0.00020260670692747097,0.00011007922549996975,39.6863846614443,0.9697473378017031,6.25e-05,6.888916254043579
43,0.0002045591511122066,0.00011947481759526799,39.30441165792531,0.9732151052047466,6.25e-05,7.009614706039429
44,0.0002031972577835388,9.500119267613627e-05,40.34559657655913,0.9756451475209204,6.25e-05,6.877274036407471
45,0.000194988692346509,0.00012732427221008352,39.02251434326172,0.9705696332043615,6.25e-05,6.865972280502319
46,0.00019928581409678396,0.00012331999786166023,39.17506369229021,0.972480765704451,6.25e-05,6.853972911834717
47,0.00020089456630770181,8.912151528859576e-05,40.62061086194269,0.9749151324403698,6.25e-05,6.8528828620910645
48,0.0001923878470000848,9.43903371456866e-05,40.35430763507711,0.97530296136593,6.25e-05,6.577780723571777
49,0.00018015368012065224,0.0001012353165825861,40.056414900154905,0.9722540830743724,6.25e-05,6.786983489990234
50,0.00019175447219734528,0.0001280710075034535,39.0014533996582,0.9718333503295635,6.25e-05,6.829873561859131
